# filename x y z qw qx qy qz
# allways 3 lines
# header
/media/mzins/DATA1/7-Scenes/chess/seq-01/frame-000000.color.png 0.125860 0.731722 -1.188130 -0.550624 0.834569 -0.014623 0.009706
/media/mzins/DATA1/7-Scenes/chess/seq-01/frame-000001.color.png 0.138946 0.731263 -1.189478 -0.549205 0.835401 -0.018237 0.012107
/media/mzins/DATA1/7-Scenes/chess/seq-01/frame-000002.color.png 0.138737 0.732108 -1.189927 -0.548253 0.836019 -0.018216 0.012629
/media/mzins/DATA1/7-Scenes/chess/seq-01/frame-000003.color.png 0.139165 0.732736 -1.188752 -0.550110 0.834809 -0.018627 0.011265
/media/mzins/DATA1/7-Scenes/chess/seq-01/frame-000004.color.png 0.137575 0.732132 -1.190416 -0.549676 0.835100 -0.018663 0.010753
/media/mzins/DATA1/7-Scenes/chess/seq-01/frame-000005.color.png 0.139055 0.733003 -1.190394 -0.550108 0.834796 -0.019002 0.011661
/media/mzins/DATA1/7-Scenes/chess/seq-01/frame-000006.color.png 0.139073 0.732003 -1.188849 -0.549801 0.835020 -0.018470 0.010930
/media/mzins/DATA1/7-Scenes/chess/seq-01/frame-000007.color.png 0.139579 0.732337 -1.188715 -0.549645 0.835130 -0.017970 0.011157
/media/mzins/DATA1/7-Scenes/chess/seq-01/frame-000008.color.png 0.139494 0.731209 -1.189726 -0.549682 0.835104 -0.017747 0.011690
/media/mzins/DATA1/7-Scenes/chess/seq-01/frame-000009.color.png 0.141486 0.731197 -1.189689 -0.548927 0.835603 -0.016983 0.012593
/media/mzins/DATA1/7-Scenes/chess/seq-01/frame-000010.color.png 0.141775 0.730644 -1.190005 -0.548135 0.836137 -0.015455 0.013554
/media/mzins/DATA1/7-Scenes/chess/seq-01/frame-000011.color.png 0.144029 0.729257 -1.189998 -0.548489 0.835919 -0.014766 0.013496
/media/mzins/DATA1/7-Scenes/chess/seq-01/frame-000012.color.png 0.141759 0.729229 -1.189294 -0.548108 0.836191 -0.014497 0.012363
/media/mzins/DATA1/7-Scenes/chess/seq-01/frame-000013.color.png 0.144207 0.728229 -1.188681 -0.547768 0.836392 -0.015081 0.013084
/media/mzins/DATA1/7-Scenes/chess/seq-01/frame-000014.color.png 0.143716 0.726628 -1.187528 -0.547899 0.836313 -0.014971 0.012731
/media/mzins/DATA1/7-Scenes/chess/seq-01/frame-000015.color.png 0.141975 0.724937 -1.187004 -0.547193 0.836791 -0.014255 0.012529
/media/mzins/DATA1/7-Scenes/chess/seq-01/frame-000016.color.png 0.138423 0.721729 -1.183636 -0.548610 0.835900 -0.014660 0.009151
/media/mzins/DATA1/7-Scenes/chess/seq-01/frame-000017.color.png 0.137585 0.719216 -1.180336 -0.548352 0.836102 -0.013842 0.007226
/media/mzins/DATA1/7-Scenes/chess/seq-01/frame-000018.color.png 0.134135 0.711015 -1.181861 -0.544311 0.838773 -0.012936 0.004343
/media/mzins/DATA1/7-Scenes/chess/seq-01/frame-000019.color.png 0.134334 0.706780 -1.183897 -0.542367 0.840009 -0.014317 0.004234
/media/mzins/DATA1/7-Scenes/chess/seq-01/frame-000020.color.png 0.133701 0.699658 -1.183637 -0.540006 0.841492 -0.016599 0.003092
/media/mzins/DATA1/7-Scenes/chess/seq-01/frame-000021.color.png 0.132356 0.691799 -1.183571 -0.537974 0.842779 -0.017558 0.000285
/media/mzins/DATA1/7-Scenes/chess/seq-01/frame-000022.color.png 0.132044 0.687223 -1.182682 -0.537112 0.843316 -0.018094 -0.001325
/media/mzins/DATA1/7-Scenes/chess/seq-01/frame-000023.color.png 0.132739 0.679287 -1.184160 -0.533528 0.845593 -0.017769 -0.002039
/media/mzins/DATA1/7-Scenes/chess/seq-01/frame-000024.color.png 0.132239 0.676555 -1.181654 -0.533692 0.845474 -0.018438 -0.002554
/media/mzins/DATA1/7-Scenes/chess/seq-01/frame-000025.color.png 0.134379 0.667860 -1.180739 -0.531074 0.847113 -0.018803 -0.002568
/media/mzins/DATA1/7-Scenes/chess/seq-01/frame-000026.color.png 0.133728 0.660048 -1.178394 -0.529167 0.848284 -0.019454 -0.004274
/media/mzins/DATA1/7-Scenes/chess/seq-01/frame-000027.color.png 0.134453 0.655955 -1.177709 -0.528181 0.848891 -0.019703 -0.004540
/media/mzins/DATA1/7-Scenes/chess/seq-01/frame-000028.color.png 0.134999 0.645851 -1.176446 -0.525053 0.850800 -0.020764 -0.005307
/media/mzins/DATA1/7-Scenes/chess/seq-01/frame-000029.color.png 0.134729 0.641529 -1.174524 -0.524294 0.851249 -0.021370 -0.005839
/media/mzins/DATA1/7-Scenes/chess/seq-01/frame-000030.color.png 0.136167 0.631739 -1.173174 -0.521511 0.852888 -0.024212 -0.004704
/media/mzins/DATA1/7-Scenes/chess/seq-01/frame-000031.color.png 0.136128 0.626507 -1.171516 -0.520528 0.853416 -0.026588 -0.005025
/media/mzins/DATA1/7-Scenes/chess/seq-01/frame-000032.color.png 0.135563 0.616919 -1.166621 -0.517409 0.855294 -0.026827 -0.006391
/media/mzins/DATA1/7-Scenes/chess/seq-01/frame-000033.color.png 0.132333 0.608456 -1.165723 -0.515071 0.856561 -0.030582 -0.008378
/media/mzins/DATA1/7-Scenes/chess/seq-01/frame-000034.color.png 0.133468 0.604439 -1.161888 -0.514718 0.856706 -0.032355 -0.008594
/media/mzins/DATA1/7-Scenes/chess/seq-01/frame-000035.color.png 0.132780 0.594753 -1.160754 -0.512122 0.858117 -0.035462 -0.010419
/media/mzins/DATA1/7-Scenes/chess/seq-01/frame-000036.color.png 0.133542 0.585794 -1.157170 -0.510718 0.858966 -0.035300 -0.009911
/media/mzins/DATA1/7-Scenes/chess/seq-01/frame-000037.color.png 0.134102 0.580629 -1.155979 -0.509087 0.859914 -0.036165 -0.008383
/media/mzins/DATA1/7-Scenes/chess/seq-01/frame-000038.color.png 0.136517 0.570567 -1.152903 -0.506854 0.861109 -0.039385 -0.006221
